Year,Region,Annual_CO2_Mean,Annual_CI_Lower,Annual_CI_Upper,Cumulative_CO2_Mean,Cumulative_CI_Lower,Cumulative_CI_Upper
2089,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,10.27233136709477,9.77998919372413,10.76467354046541
2090,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,10.506247558402809,10.009567971960484,11.002927144845135
2091,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,10.740163749710847,10.239184301531868,11.241143197889828
2092,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,10.974079941018887,10.468837223696896,11.479322658340877
2093,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,11.207996132326926,10.698525819829616,11.717466444824234
2094,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,11.441912323634964,10.928249209108234,11.955575438161693
2095,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,11.675828514943003,11.158006546372246,12.19365048351376
2096,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,11.909744706251042,11.387797020133275,12.431692392368808
2097,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,12.14366089755908,11.61761985072634,12.66970194439182
2098,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,12.377577088867119,11.847474288589588,12.90767988914465
2099,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,12.611493280175157,12.077359612661795,13.14562694768852
2100,East Asia & Pacific,0.23391619130803903,0.16841965774178813,0.29941272487429,12.845409471483196,12.307275128887902,13.383543814078491
2026,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2027,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2028,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2029,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2030,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2031,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2032,Latin America & Caribbean,0.0,0.0,0.0,0.0,0.0,0.0
2033,Latin America & Caribbean,0.0008880944559084326,-0.0013115494458410227,0.003087738357657888,0.0008880944559084326,-0.0013115494458410227,0.003087738357657888
2034,Latin America & Caribbean,0.0019945096460852007,-0.002984727303281526,0.006973746595451928,0.0028826041019936336,-0.002560853796478848,0.008326062000466115
2035,Latin America & Caribbean,0.003939636862586054,-0.005752649500337173,0.013631923225509282,0.006822240964579687,-0.004294037586866836,0.01793851951602621
2036,Latin America & Caribbean,0.007876276589279977,-0.005114027721432561,0.020866580899992517,0.014698517553859666,-0.002398840573005043,0.031795875680724374
2037,Latin America & Caribbean,0.011273210979113046,-0.008244581879898112,0.030791003838124203,0.02597172853297271,2.4399325411990283e-05,0.05191905774053343
2038,Latin America & Caribbean,0.017056729220598865,-0.007824609564384334,0.041938068005582065,0.04302845775357158,0.007079258697978661,0.07897765680916449
2039,Latin America & Caribbean,0.022827398266343276,-0.005861900250050169,0.051516696782736716,0.06585585601991485,0.019862152514963455,0.11184955952486625
2040,Latin America & Caribbean,0.028823731810543263,-0.002439515549393099,0.06008697917047962,0.0946795878304581,0.03906653722549716,0.15029263843541904
2041,Latin America & Caribbean,0.03573636485025933,0.0022193680362247712,0.06925336166429388,0.13041595268071743,0.06548367663080565,0.19534822873062924
2042,Latin America & Caribbean,0.04243277160065463,0.007905621170440585,0.07695992203086868,0.17284872428137207,0.09930741215102876,0.2463900364117154
2043,Latin America & Caribbean,0.04879750445349474,0.013423358649563358,0.08417165025742612,0.2216462287348668,0.14003952079237977,0.30325293667735387
2044,Latin America & Caribbean,0.05517631864731376,0.018129330601430654,0.09222330669319687,0.2768225473821806,0.18720037320367616,0.36644472156068497
2045,Latin America & Caribbean,0.06108880158309629,0.023101052777794406,0.09907655038839817,0.33791134896527686,0.24057069371898782,0.43525200421156585
2046,Latin America & Caribbean,0.07029482276933763,0.03147022722095141,0.10911941831772384,0.4082061717346145,0.30340849817612053,0.5130038452931085
2047,Latin America & Caribbean,0.0759659322583747,0.035248878322114215,0.11668298619463517,0.48417210399298916,0.37174243324491213,0.5966017747410662
2048,Latin America & Caribbean,0.08126881505815273,0.039202212800648645,0.1233354173156568,0.5654409190511419,0.44539913511732965,0.6854827029849542
2049,Latin America & Caribbean,0.0865154296794998,0.04276533651091157,0.130265522848088,0.6519563487306416,0.5241905452374055,0.7797221522238776
2050,Latin America & Caribbean,0.09195363905873902,0.04554346267188595,0.1383638154455921,0.7439099877893807,0.6079761619235168,0.8798438136552446
2051,Latin America & Caribbean,0.09710526837753876,0.04854025402710153,0.145670282727976,0.8410152561669195,0.6966664922879406,0.9853640200458983
2052,Latin America & Caribbean,0.10215780364860866,0.05151024992034991,0.1528053573768674,0.9431730598155281,0.7901967860602622,1.0961493335707941
2053,Latin America & Caribbean,0.10740767826775022,0.054096487025071596,0.16071886951042885,1.0505807380832783,0.888581283010863,1.2125801931556939
2054,Latin America & Caribbean,0.11244591504180947,0.057324649881930825,0.16756718020168812,1.163026653125088,0.9919062939722824,1.3341470122778936
2055,Latin America & Caribbean,0.11748542041950996,0.06079534140728235,0.17417549943173757,1.2805120735445978,1.1002457639496053,1.4607783831395904
2056,Latin America & Caribbean,0.13060803080476455,0.06153178286813408,0.199684278741395,1.4111201043493624,1.2180722594921856,1.604167949206539
2057,Latin America & Caribbean,0.13577781864078708,0.06527478994510313,0.20628084733647106,1.5468979229901494,1.3413787086590678,1.7524171373212312
2058,Latin America & Caribbean,0.14089219129747554,0.06925033326378355,0.21253404933116754,1.687790114287625,1.4701419962581215,1.9054382323171286
2059,Latin America & Caribbean,0.1463328858005634,0.0729520892700475,0.2197136823310793,1.8341230000881885,1.6044374659741794,2.0638085342021975
2060,Latin America & Caribbean,0.15121432486524647,0.0771536679382056,0.22527498179228736,1.985337324953435,1.7440067933464654,2.226667856560405
2061,Latin America & Caribbean,0.15535207786311914,0.08189003482172708,0.22881412090451114,2.140689402816554,1.8884254591909977,2.3929533464421104
2062,Latin America & Caribbean,0.15939320386734776,0.08633954722831115,0.23244686050638436,2.300082606683902,2.037453716418851,2.562711496948953
2063,Latin America & Caribbean,0.16281110056383383,0.09101072823914061,0.23461147288852705,2.4628937072477357,2.190626875871204,2.735160538624267
2064,Latin America & Caribbean,0.16542198092660546,0.09610050656039149,0.23474345529281945,2.6283156881743412,2.3473624994112976,2.9092688769373845
2065,Latin America & Caribbean,0.16782934101950078,0.10101912755025054,0.23463955448875107,2.796145029193842,2.507357392858889,3.0849326655287954
2066,Latin America & Caribbean,0.17025180211946048,0.10563766314378377,0.23486594109513717,2.9663968313133027,2.670468992380401,3.262324670246204
2067,Latin America & Caribbean,0.17263145329402968,0.11000630545187805,0.23525660113618133,3.139028284607332,2.8365465578902485,3.441510011324416
2068,Latin America & Caribbean,0.17495760468412155,0.11410985504549137,0.23580535432275174,3.313985889291454,3.0054447354175595,3.622527043165348
2069,Latin America & Caribbean,0.17717941594917197,0.11794468243082952,0.2364141494675144,3.4911653052406257,3.1769895625601587,3.805341047921093
2070,Latin America & Caribbean,0.1792004801214722,0.12150894619332045,0.2368920140496239,3.6703657853620983,3.350937060329727,3.989794510394469
2071,Latin America & Caribbean,0.18106516484625867,0.12480892814664868,0.23732140154586867,3.851430950208357,3.527086265430868,4.175775634985846
2072,Latin America & Caribbean,0.1827093522275549,0.12766712387124876,0.2377515805838611,4.034140302435912,3.7051583554451435,4.36312224942668
2073,Latin America & Caribbean,0.18402029119719976,0.12979464130823798,0.23824594108616157,4.218160593633112,3.884739624658878,4.551581562607344
2074,Latin America & Caribbean,0.1848100418725591,0.13147811370169848,0.23814197004341972,4.40297063550567,4.065311284807162,4.74062998620418
2075,Latin America & Caribbean,0.18545365493566687,0.1328074141137185,0.23809989575761523,4.5884242904413375,4.2466854079786875,4.930163172903988
2076,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,4.774436554555657,4.428751513110335,5.12012159600098
2077,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,4.9604488186699776,4.610862159926701,5.310035477413253
2078,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,5.146461082784297,4.793015873362071,5.499906292206523
2079,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,5.332473346898617,4.975211258011824,5.689735435785409
2080,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,5.518485611012936,5.157446992236513,5.87952422978936
2081,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,5.704497875127257,5.339721822815401,6.069273927439112
2082,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,5.890510139241576,5.522034560088148,6.258985718395004
2083,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,6.076522403355896,5.704384073531235,6.4486607331805565
2084,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,6.262534667470216,5.886769287722532,6.638300047217899
2085,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,6.448546931584535,6.069189178653144,6.827904684515928
2086,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,6.634559195698856,6.2516427703507285,7.017475621046983
2087,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,6.820571459813175,6.43412913178269,7.20701378784366
2088,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.006583723927495,6.616647374011442,7.396520073843548
2089,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.192595988041814,6.799196647577081,7.585995328506549
2090,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.378608252156135,6.981776140085651,7.775440364226618
2091,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.5646205162704545,7.1643850739836,7.964855958557309
2092,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.750632780384774,7.347022704501146,8.154242856268402
2093,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,7.936645044499094,7.529688317749159,8.343601771249029
2094,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,8.122657308613414,7.712381228955759,8.532933388271069
2095,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,8.308669572727734,7.895100780830317,8.722238364625149
2096,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,8.494681836842053,8.077846342043781,8.911517331640328
2097,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,8.680694100956373,8.260617305815348,9.1007708960974
2098,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,8.866706365070693,8.443413088596582,9.289999641544803
2099,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,9.05271862918501,8.626233128844822,9.4792041295252
2100,Latin America & Caribbean,0.18601226411431968,0.13392883016231016,0.23809569806632921,9.23873089329933,8.809076885878644,9.668384900720014
2026,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2027,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2028,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2029,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2030,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2031,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2032,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2033,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2034,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2035,Middle East & North Africa,0.0,0.0,0.0,0.0,0.0,0.0
2036,Middle East & North Africa,3.165662699750649e-05,-4.6150551551760885e-05,0.00010946380554677388,3.165662699750649e-05,-4.6150551551760885e-05,0.00010946380554677388
2037,Middle East & North Africa,6.043660208863606e-05,-9.040249752894356e-05,0.00021127570170621565,9.209322908614254e-05,-7.763122703977847e-05,0.00026181768521206354
2038,Middle East & North Africa,0.00011148846609524537,-0.00016125615571527038,0.00038423308790576117,0.00020358169518138792,-0.00011765967782931405,0.0005248230681920899
2039,Middle East & North Africa,0.00022488750098054451,-0.00010239609618663412,0.0005521710981477231,0.0004284691961619324,-3.0127110744794657e-05,0.0008870655030686595
2040,Middle East & North Africa,0.00029910618901526036,-0.0001706898636997238,0.0007689022417302446,0.0007275753851771927,7.105508552525565e-05,0.00138409568482913
2041,Middle East & North Africa,0.00043621974380881815,-0.000136971689659404,0.0010094111772770403,0.0011637951289860107,0.0002922635327392514,0.00203532672523277
2042,Middle East & North Africa,0.0005788102851902973,-8.837331279195915e-05,0.0012459938831725537,0.001742605414176308,0.0006450165673520642,0.002840194261000552
2043,Middle East & North Africa,0.0007384896571445575,-4.9518823784242965e-05,0.0015264981380733577,0.0024810950713208654,0.001129925710104926,0.0038322644325368047
2044,Middle East & North Africa,0.0009172864113689484,-2.052199844830623e-05,0.001855094821186203,0.0033983814826898137,0.001753649511755748,0.00504311345362388
2045,Middle East & North Africa,0.001096626921361956,5.011686162583495e-05,0.0021431369810980773,0.0044950084040517695,0.0025455657756726846,0.006444451032430854
2046,Middle East & North Africa,0.0014107940301922768,0.00029643885303534125,0.002525149207349212,0.005905802434244046,0.0036603372213765604,0.008151267647111531
2047,Middle East & North Africa,0.0016237678953915078,0.0003907506964486577,0.0028567850943343577,0.007529570329635554,0.0049678432881483285,0.01009129737112278
2048,Middle East & North Africa,0.001837579863253006,0.0005323484050728702,0.003142811321433142,0.00936715019288856,0.006492072003602235,0.012242228382174885
2049,Middle East & North Africa,0.0020500263333160054,0.0006702334971918629,0.0034298191694401474,0.011417176526204565,0.008228148011887166,0.014606205040521965
2050,Middle East & North Africa,0.0022700390957019045,0.0007828253755488265,0.0037572528158549825,0.01368721562190647,0.010168450566586494,0.017205980677226448
2051,Middle East & North Africa,0.002480971994240216,0.00091750971462059,0.0040444342738598415,0.016168187616146686,0.012317717279378153,0.02001865795291522
2052,Middle East & North Africa,0.0026919141178633646,0.0010589953402808448,0.004324832895445884,0.01886010173401005,0.014677692673610056,0.02304251079441005
2053,Middle East & North Africa,0.002912337498407964,0.0011864473900736136,0.004638227606742314,0.021772439232418016,0.017247923544019713,0.026296954920816316
2054,Middle East & North Africa,0.0031230828572697965,0.0013392261150855208,0.004906939599454072,0.024895522089687813,0.020032047293701033,0.029758996885674592
2055,Middle East & North Africa,0.0033304479449853814,0.0014983315066572904,0.005162564383313473,0.028225970034673194,0.02302885182024025,0.03342308824910614
2056,Middle East & North Africa,0.003805597387496372,0.001548999581893221,0.006062195193099523,0.03203156742216957,0.02636568078448932,0.03769745405984981
2057,Middle East & North Africa,0.004011452617802751,0.0016994920481170747,0.0063234131874884275,0.03604302003997232,0.029923589260330726,0.04216245081961391
2058,Middle East & North Africa,0.004216167623918461,0.0018426133464606292,0.006589721901376292,0.04025918766389078,0.03369556115296991,0.04682281417481165
2059,Middle East & North Africa,0.0044370075781735175,0.0019605361310514463,0.006913479025295588,0.0446961952420643,0.037680918782560066,0.05171147170156853
2060,Middle East & North Africa,0.004637374772166865,0.0020936561673608996,0.00718109337697283,0.04933357001423116,0.041871358000108924,0.05679578202835339
2061,Middle East & North Africa,0.0048182481392986636,0.002243404937886663,0.007393091340710664,0.054151818153529825,0.04625786948030121,0.062045766826758435
2062,Middle East & North Africa,0.005001028950176716,0.002386311690362748,0.007615746209990684,0.05915284710370654,0.05083712873399626,0.0674685654734168
2063,Middle East & North Africa,0.005163868332335974,0.002544215683216996,0.0077835209814549515,0.0643167154360425,0.05559812885297912,0.0730353020191059
2064,Middle East & North Africa,0.005313481017557281,0.0027086618926366623,0.0079183001424779,0.0696301964535998,0.06053080995340512,0.07872958295379448
2065,Middle East & North Africa,0.005471154129916787,0.0028591609701565544,0.00808314728967702,0.07510135058351658,0.06563449561755458,0.0845682055494786
2066,Middle East & North Africa,0.005608884035227889,0.0030269601523488735,0.008190807918106904,0.08071023461874448,0.07089760633252369,0.09052286290496526
2067,Middle East & North Africa,0.005713455669792153,0.0032235264683158574,0.008203384871268449,0.08642369028853664,0.07630008315906422,0.09654729741800906
2068,Middle East & North Africa,0.0058090241587595345,0.0034212291132759134,0.008196819204243155,0.09223271444729617,0.0818313209593475,0.10263410793524484
2069,Middle East & North Africa,0.0059031917871032085,0.003607671009302422,0.008198712564903995,0.09813590623439938,0.08748422082163694,0.10878759164716181
2070,Middle East & North Africa,0.005994108536303817,0.003786996224919237,0.008201220847688397,0.1041300147707032,0.09325206703744388,0.11500796250396252
2071,Middle East & North Africa,0.00608042324634532,0.0039540643023275755,0.008206782190363065,0.11021043801704852,0.09912661425237572,0.12129426178172133
2072,Middle East & North Africa,0.006156179291063217,0.004093352097422935,0.0082190064847035,0.11636661730811174,0.1050924696561982,0.12764076496002527
2073,Middle East & North Africa,0.006223641521406256,0.004211062909511211,0.0082362201333013,0.12259025882951799,0.1111378844928922,0.1340426331661438
2074,Middle East & North Africa,0.0062846737194239815,0.0043121812344099775,0.008257166204437985,0.12887493254894197,0.11725393411723906,0.1404959309806449
2075,Middle East & North Africa,0.00634061724579533,0.004399913634478992,0.008281320857111668,0.13521554979473732,0.12343361722590049,0.14699748236357416
2076,Middle East & North Africa,0.006392527038986899,0.0044767685623223405,0.008308285515651458,0.1416080768337242,0.12967140788474477,0.15354474578270363
2077,Middle East & North Africa,0.006424614903504415,0.0045467427672645075,0.008302487039744321,0.1480326917372286,0.13594921254630035,0.16011617092815686
2078,Middle East & North Africa,0.006454778393095874,0.0046101002160631645,0.008299456570128583,0.1544874701303245,0.14226399652686722,0.16671094373378176
2079,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.1609709634894498,0.14861341904374287,0.17332850793515672
2080,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.16745445684857513,0.154964280607992,0.17994463308915823
2081,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.17393795020770042,0.16131653585296057,0.18655936456244027
2082,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.18042144356682574,0.16767014174672762,0.1931727453869239
2083,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.18690493692595106,0.17402505742727392,0.1997848164246282
2084,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.19338843028507638,0.18038124405231842,0.20639561651783433
2085,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.1998719236442017,0.18673866466225617,0.21300518262614723
2086,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.20635541700332702,0.19309728405482862,0.21961354995182542
2087,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.21283891036245234,0.199457068670321,0.22622075205458364
2088,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.21932240372157766,0.20581798648622576,0.23282682095692953
2089,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.22580589708070295,0.21218000692043545,0.23943178724097047
2090,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.23228939043982827,0.21854310074213604,0.24603568013752053
2091,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2387728837989536,0.2249072399896642,0.252638527608243
2092,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2452563771580789,0.23127239789467574,0.2592403564214821
2093,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2517398705172042,0.23763854881204144,0.265841192222367
2094,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.25822336387632955,0.24400566815495114,0.2724410595977079
2095,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.26470685723545484,0.25037373233476046,0.2790399821361493
2096,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2711903505945802,0.25674271870516274,0.2856379824839976
2097,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2776738439537055,0.2631126055103135,0.29223508239709745
2098,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2841573373128308,0.26948337183656906,0.29883130278909253
2099,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2906408306719561,0.2758549975675373,0.30542666377637495
2100,Middle East & North Africa,0.006483493359125305,0.00466811521857022,0.00829887149968039,0.2971243240310814,0.2822274633421667,0.3120211847199962
2026,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2027,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2028,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2029,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2030,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2031,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2032,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2033,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2034,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2035,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2036,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2037,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2038,South Asia,0.0,0.0,0.0,0.0,0.0,0.0
2039,South Asia,0.0010126354833763704,-0.0019801354991307325,0.004005406465883473,0.0010126354833763704,-0.0019801354991307325,0.004005406465883473
2040,South Asia,0.009384281368363154,-0.01359580943980607,0.032364372176532374,0.010396916851739523,-0.012777233654922853,0.0335710673584019
2041,South Asia,0.018058225112621288,-0.026061553216057787,0.06217800344130036,0.02845514196436081,-0.021380548975739738,0.07829083290446136
2042,South Asia,0.02877277695920598,-0.03191319852648135,0.0894587524448933,0.05722791892356679,-0.021298406039000153,0.13575424388613372
2043,South Asia,0.04623530866541573,-0.024696216770393624,0.1171668341012251,0.10346322758898252,-0.0023557925008743552,0.20928224767883938
2044,South Asia,0.06676973582047363,-0.01555517232249146,0.14909464396343872,0.17023296340945615,0.03616187960118237,0.3043040472177299
2045,South Asia,0.08617100224518472,-0.004244255037155643,0.17658625952752507,0.2564039656546409,0.094694428944659,0.41811350236462275
2046,South Asia,0.11750917110525548,0.025529912202134,0.20948843000837697,0.3739131367598964,0.18787508062265218,0.5599511928971406
2047,South Asia,0.13467149420923824,0.04125210319935979,0.2280908852191167,0.5085846309691346,0.3004084052660515,0.7167608566722177
2048,South Asia,0.1508689578447826,0.060599300130711554,0.24113861555885363,0.6594535888139171,0.4325484278946544,0.88635874973318
2049,South Asia,0.1661530582502396,0.08105007801755816,0.25125603848292105,0.8256066470641568,0.5832670727138648,1.0679462214144488
2050,South Asia,0.17898645714830524,0.0942039489585695,0.26376896533804095,1.0045931042124618,0.74785093200224,1.261335276422684
2051,South Asia,0.18998613466472727,0.10553619064368172,0.27443607868577286,1.1945792388771892,0.9243046821087412,1.4648537956456371
2052,South Asia,0.1996809878671741,0.1157554144873948,0.2836065612469534,1.3942602267443633,1.1112552128249882,1.6772652406637385
2053,South Asia,0.20886312680044405,0.12447821186289049,0.2932480417379977,1.6031233535448075,1.3078054709631326,1.8984412361264822
2054,South Asia,0.21703612085562363,0.1325699660201042,0.301502275691143,1.8201594744004312,1.5129996087193467,2.1273193400815154
2055,South Asia,0.2243669900349266,0.1401103137551581,0.3086236663146951,2.044526464435358,1.7260199957680236,2.363032933102692
2056,South Asia,0.2370076200236202,0.14509317531175916,0.3289220647354812,2.281534084458978,1.9500304860929494,2.613037682825007
2057,South Asia,0.24282381803285996,0.15159062236806392,0.334057013697656,2.524357902491838,2.180529265347059,2.8681865396366173
2058,South Asia,0.24772515170517478,0.15770779113303815,0.3377425122773114,2.772083054197013,2.416666035857696,3.12750007253633
2059,South Asia,0.25228326143595226,0.16299842149741295,0.34156810137449156,3.024366315632965,2.6579061683207903,3.3908264629451397
2060,South Asia,0.25616260296199705,0.16788085089357352,0.34444435503042053,3.280528918594962,2.903585013860675,3.6574728233292495
2061,South Asia,0.2594581723126677,0.17256852356341784,0.3463478210619175,3.53998709090763,3.1531582936651037,3.926815888150156
2062,South Asia,0.2625071456631082,0.17684303239248675,0.3481712589337296,3.8024942365707384,3.406293708203421,4.198694764938056
2063,South Asia,0.2651066907782642,0.18069090791263448,0.3495224736438939,4.067600927349003,3.6625072553725584,4.472694599325446
2064,South Asia,0.2672065430365758,0.18417018050660366,0.3502429055665479,4.334807470385578,3.921290940392438,4.748324000378719
2065,South Asia,0.2690004799651328,0.18716142973178404,0.35083953019848163,4.603807950350711,4.182270821830976,5.025345078870446
2066,South Asia,0.2705284987723216,0.1897343997734828,0.35132259777116037,4.8743364491230325,4.445126433916376,5.303546464329689
2067,South Asia,0.27180772862372665,0.19185910710282048,0.3517563501446328,5.146144177746759,4.709551668378136,5.582736687115382
2068,South Asia,0.2728578730240605,0.19356382109009265,0.35215192495802833,5.419002050770819,4.975267258458004,5.862736843083636
2069,South Asia,0.27370698572956276,0.19493395107912778,0.3524800203799977,5.692709036500382,5.242036475879107,6.143381597121658
2070,South Asia,0.2743753084370564,0.19602475555564183,0.3527258613184709,5.967084344937439,5.509651764075778,6.4245169257991
2071,South Asia,0.27489949179285955,0.19690164456097645,0.3528973390247427,6.241983836730299,5.777949107203976,6.706018566256622
2072,South Asia,0.2752818895009745,0.1975728665780586,0.35299091242389036,6.517265726231273,6.046769262429256,6.9877621900332905
2073,South Asia,0.27553068397263636,0.19804810777786952,0.35301326016740314,6.79279641020391,6.315962610999218,7.269630209408602
2074,South Asia,0.27568980050945263,0.1983651154038174,0.35301448561508786,7.068486210713362,6.585423503613481,7.5515489178132436
2075,South Asia,0.27577418083733235,0.19853254038684792,0.35301582128781683,7.344260391550695,6.855061198981709,7.833459584119681
2076,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,7.620054298744235,7.124797665570118,8.115310931918351
2077,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,7.895848205937774,7.394607330314311,8.397089081561239
2078,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,8.171642113131314,7.664487602071233,8.678796624191397
2079,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,8.447436020324854,7.934436039056429,8.960436001593278
2080,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,8.723229927518394,8.204450337061889,9.2420095179749
2081,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,8.999023834711934,8.474528318842607,9.523519350581264
2082,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,9.274817741905476,8.744667924533209,9.804967559277742
2083,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,9.550611649099016,9.014867202975063,10.08635609522297
2084,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,9.826405556292556,9.285124303850285,10.36768680873483
2085,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,10.102199463486098,9.555437470532773,10.648961456439421
2086,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,10.377993370679638,9.82580503357797,10.930181707781305
2087,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,10.653787277873178,10.096225404782919,11.211349150963438
2088,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,10.92958118506672,10.366697071756766,11.492465298376672
2089,South Asia,0.27579390719353997,0.19857161317934877,0.3530162012077312,11.20537509226026,10.63721859294907,11.77353159157145
